Price,z0,z1,z2
31442.5,1.2466537,-0.048649766,-0.21870436
31471.0,1.2573912,-0.04966775,-0.35934523
31459.5,1.2428538,-0.092240855,-0.4182062
31462.0,1.2422413,-0.09455562,-0.31898436
31467.5,1.248082,-0.08406983,-0.39916423
31464.5,1.2425448,-0.0913178,-0.4489305
31464.5,1.2126364,-0.08968863,-0.49537048
31453.5,1.244147,-0.08539103,-0.49242666
31500.0,1.2377856,-0.08853528,-0.39077705
31500.0,1.2169739,-0.061923996,-0.39063415
31549.5,1.1989573,-0.045078695,-0.46163887
31577.5,1.2352468,-0.05736391,-0.4597708
31583.5,1.257653,-0.08812615,-0.45213088
31615.0,1.2487938,-0.08351989,-0.41183245
31614.5,1.2398304,-0.06718634,-0.35274354
31594.0,1.2449741,-0.05740564,-0.2817641
31590.5,1.2613205,-0.06906322,-0.336222
31591.0,1.2679821,-0.0941211,-0.3937248
31585.5,1.248206,-0.09943047,-0.38415453
31585.5,1.2360933,-0.085610464,-0.3199372
31588.5,1.2374506,-0.07543996,-0.18130465
31595.0,1.2434555,-0.06693527,-0.11796176
31590.0,1.2653759,-0.074912086,-0.054122277
31595.5,1.2360486,-0.08096647,-0.13365841
31595.5,1.2410935,-0.09326175,-0.21678758
31595.5,1.2368755,-0.09862949,-0.31117845
31602.5,1.2316498,-0.09978691,-0.35604164
31616.5,1.1984231,-0.068906575,-0.3820948
31602.5,1.1938437,-0.06270835,-0.43015876
31602.5,1.2344407,-0.057384316,-0.42027622
31633.0,1.2403175,-0.061132517,-0.4462287
31635.0,1.2318447,-0.061218288,-0.476541
31645.5,1.2478149,-0.07614489,-0.54047096
31658.0,1.2428615,-0.067491904,-0.50923526
31650.5,1.2532732,-0.062342122,-0.46480668
31633.5,1.2518585,-0.056675684,-0.48632258
31637.0,1.2263265,-0.061032023,-0.52199805
31627.0,1.262677,-0.075460315,-0.5367831
31617.5,1.2741797,-0.08198324,-0.5046204
31617.0,1.2801266,-0.079905316,-0.32871166
31614.5,1.2687808,-0.05821651,-0.40943375
31613.5,1.2617165,-0.07225333,-0.44567728
31613.0,1.2742437,-0.094749495,-0.46755502
31614.0,1.2521032,-0.09590921,-0.4901851
31593.5,1.2442241,-0.08765128,-0.5044255
31582.0,1.2437434,-0.079018116,-0.50549394
31588.5,1.2436451,-0.08428207,-0.5078115
31589.0,1.2108454,-0.075614125,-0.51368505
31592.5,1.2580601,-0.08736569,-0.4958841
31599.5,1.2276601,-0.07878341,-0.49774462
31603.0,1.2255996,-0.072500825,-0.49424925
31628.0,1.2345778,-0.08334327,-0.3978871
31631.0,1.2228954,-0.07142775,-0.27688298
31627.5,1.227028,-0.04925242,-0.18103838
31631.5,1.2469023,-0.09249462,-0.11750885
31623.0,1.2600219,-0.12639804,0.044222243
31627.5,1.2316316,-0.08488786,0.023020333
31643.5,1.1993046,-0.06293189,-0.05630029
31624.5,1.2286139,-0.056783564,0.0806429
31610.5,1.2252153,-0.078600496,0.09820383
31596.5,1.203828,-0.07059695,-0.17386433
31586.5,1.1954178,-0.081063345,-0.2309803
31582.5,1.1983749,-0.06978126,-0.2783766
31585.0,1.212751,-0.060240228,-0.33533645
31568.5,1.1741806,-0.053557914,-0.38546598
31574.0,1.2016863,-0.026460234,-0.38420266
31600.0,1.1973716,-0.045632873,-0.44424596
31612.5,1.1950845,-0.035447393,-0.4020149
31612.5,1.2032098,-0.03574835,-0.41152087
31612.0,1.194466,-0.046759292,-0.47093326
31598.0,1.1930991,-0.06576217,-0.52276385
31585.0,1.16895,-0.07361421,-0.5716862
31585.5,1.199761,-0.05263754,-0.5164452
31568.0,1.2290853,-0.06570651,-0.54806584
31566.5,1.2268438,-0.06333564,-0.53855675
31566.0,1.2304031,-0.06218777,-0.5485366
31566.5,1.2168535,-0.06019994,-0.49428383
31582.5,1.2169001,-0.02283644,-0.2806559
31582.5,1.2234203,-0.017821103,-0.38866052
31577.0,1.2162021,-0.06464863,-0.36126274
31569.0,1.228474,-0.055940256,-0.39364448
31569.0,1.2007684,-0.07411909,-0.48023376
31581.0,1.2186356,-0.08975348,-0.5198869
31566.5,1.2146076,-0.08682157,-0.5420099
31574.0,1.2370859,-0.088001266,-0.5584039
31576.5,1.2210929,-0.0752188,-0.58345103
31576.5,1.2137964,-0.08389498,-0.6227876
31576.0,1.2179781,-0.0836401,-0.5870184
31587.5,1.2152904,-0.07066713,-0.558881
31521.0,1.2135686,-0.06507796,-0.5719861
31531.5,1.2226845,-0.07119359,-0.57644266
31577.0,1.2386705,-0.08605632,-0.49849084
31602.0,1.2335738,-0.06813207,-0.41495898
31557.5,1.2080747,-0.055084486,-0.5298155
31521.0,1.2312616,-0.10156375,-0.56922054
31522.5,1.2153988,-0.10267812,-0.54126936
31526.5,1.2143372,-0.07730463,-0.42510876
31530.5,1.2166976,-0.054905336,-0.2984104
31538.0,1.2287364,-0.06349846,-0.25095308
31543.0,1.208412,-0.06802653,-0.35944676
31563.5,1.224181,-0.06254475,-0.4087671
31569.5,1.2333986,-0.083149046,-0.4097898
31563.5,1.2348659,-0.08746798,-0.32027295
31564.0,1.2188836,-0.04816514,-0.3172428
31558.0,1.2523389,-0.0598553,-0.17931777
31525.5,1.2632128,-0.06822543,-0.12730964
31518.0,1.2511113,-0.057377025,-0.17141539
31519.5,1.254507,-0.047013033,-0.24183182
31516.0,1.2592349,-0.08204979,-0.26027685
31515.5,1.2585639,-0.08748084,-0.25815544
31506.0,1.2470325,-0.06751406,-0.32839838
31505.5,1.2712697,-0.07049805,-0.35585493
31507.0,1.2761985,-0.07008211,-0.35907415
31529.0,1.2418321,-0.060022198,-0.35860476
31540.0,1.2455142,-0.04862304,-0.24219991
31542.5,1.2556864,-0.059642065,-0.2609482
31557.5,1.2370713,-0.06098954,-0.3553875
31545.5,1.2322057,-0.075015225,-0.35772058
31520.5,1.2056462,-0.065686345,-0.4022487
31525.0,1.2420305,-0.06486808,-0.41149554
31568.5,1.2260495,-0.06239351,-0.42519268
31560.5,1.232372,-0.06482695,-0.4320319
31564.0,1.2344021,-0.053769533,-0.3335757
31575.0,1.2502996,-0.039818536,-0.2613376
31603.5,1.2442619,-0.04053551,0.07180881
31605.0,1.2590653,-0.038562268,-0.021198982
31593.5,1.2653984,-0.062153816,-0.0015655551
31587.5,1.2424885,-0.08215226,-0.08165071
31588.0,1.2598617,-0.05926166,-0.11287494
31533.0,1.2589935,-0.066654995,-0.19587141
31487.0,1.2555625,-0.06074484,-0.24519488
31492.5,1.2497877,-0.057638574,-0.22519614
31479.5,1.2494966,-0.042627957,-0.24185985
31465.0,1.2519811,-0.029730607,-0.3344799
31481.0,1.2455835,-0.052899715,-0.42540315
31480.5,1.2289311,-0.056763023,-0.45626408
31514.5,1.2271138,-0.042273022,-0.4064633
31495.5,1.2285756,-0.038571253,-0.34478644
31511.0,1.2390116,-0.049781345,-0.24788634
31538.0,1.2631847,-0.06545368,-0.08767608
31520.0,1.2345307,-0.051997222,-0.23919901
31499.5,1.2100346,-0.07045254,-0.34826517
31492.0,1.2029693,-0.0741372,-0.33563414
31494.5,1.1977574,-0.06667106,-0.31699458
31478.0,1.2155633,-0.07154788,-0.34558934
31478.0,1.2027292,-0.061962213,-0.40082085
31476.5,1.2090446,-0.08240338,-0.41997978
31477.0,1.1827815,-0.062473435,-0.36751756
31476.5,1.2003243,-0.050930526,-0.40784678
31485.5,1.2014215,-0.06308438,-0.39428392
31485.5,1.1942753,-0.06608114,-0.25356233
31490.5,1.2067974,-0.060944136,-0.25556618
31492.5,1.2039452,-0.059507277,-0.27926078
31485.5,1.2082654,-0.07979323,-0.3350487
31469.0,1.1652664,-0.08135761,-0.43421793
31462.5,1.1931267,-0.10412753,-0.50176764
31468.0,1.1926931,-0.092260495,-0.49702382
31496.5,1.1961665,-0.0782506,-0.47745946
31499.5,1.1861467,-0.059188735,-0.47033027
31516.0,1.2083863,-0.05091419,-0.45413506
31521.0,1.199027,-0.0515261,-0.44211188
31510.0,1.22522,-0.058312457,-0.35573485
31500.5,1.226754,-0.072945625,-0.33822152
31527.0,1.2296866,-0.079420984,-0.1953348
31550.0,1.229481,-0.07095958,-0.3270797
31560.5,1.2140747,-0.08665967,-0.28110194
31548.0,1.218103,-0.090827554,-0.28906038
31548.5,1.2166003,-0.087595016,-0.2186143
31531.5,1.2234457,-0.066180766,-0.31345192
31552.0,1.2076194,-0.07929617,-0.39754316
31560.0,1.2293552,-0.07886298,-0.4159551
31549.0,1.2296981,-0.08776182,-0.4767702
31560.0,1.2101232,-0.078583345,-0.5037175
31560.5,1.205912,-0.06252193,-0.462783
31560.5,1.2402436,-0.03276299,-0.360152
31560.5,1.2471085,-0.036734603,-0.38113192
31563.0,1.2547104,-0.05351824,-0.39779028
31563.0,1.2449534,-0.050147004,-0.4551622
31559.0,1.2383449,-0.07640141,-0.5107985
31559.5,1.2042699,-0.06337607,-0.4723729
31587.0,1.2307869,-0.04380607,-0.46094063
31595.0,1.2357682,-0.06278251,-0.5001071
31589.5,1.226621,-0.07451715,-0.53976303
31610.0,1.2336364,-0.059836946,-0.49833202
31624.5,1.243508,-0.052371036,-0.43183056
31607.5,1.2485114,-0.058060907,-0.47327214
31601.5,1.2556902,-0.07747434,-0.4715497
31601.5,1.2471459,-0.068005785,-0.5172787
31592.0,1.2619952,-0.09125288,-0.4924188
31566.5,1.2519865,-0.07033797,-0.37206605
31576.0,1.2616103,-0.06335002,-0.09840882
31570.0,1.2668344,-0.05882492,-0.33868703
31580.0,1.2495294,-0.100364015,-0.45952392
31578.5,1.232684,-0.11302519,-0.5169658
31572.0,1.2340168,-0.11715317,-0.49554682
31579.5,1.2582529,-0.09655425,-0.4298228
31588.5,1.2735726,-0.08091362,-0.3942758
31589.0,1.2660629,-0.07129383,-0.23378578
31591.5,1.2419275,-0.04663531,-0.34413314
31596.0,1.262021,-0.08152662,-0.2506844
31603.5,1.2470542,-0.08490704,-0.33816737
31609.0,1.223125,-0.08065389,-0.38260877
31604.5,1.2110677,-0.075372785,-0.4051491
31604.0,1.2197438,-0.06774542,-0.42278212
31624.5,1.2159914,-0.06467086,-0.45388666
31613.5,1.2055398,-0.07983182,-0.4975966
31611.0,1.19143,-0.09578091,-0.5970156
31610.5,1.2389946,-0.0715958,-0.54654765
31610.5,1.2384766,-0.05792932,-0.52541304
31622.0,1.2561773,-0.056941364,-0.5472763
31612.5,1.2511777,-0.07057054,-0.5894662
31619.0,1.2497534,-0.07254383,-0.6053038
31610.5,1.251915,-0.062352855,-0.5551723
31619.0,1.2841834,-0.06284182,-0.5392043
31620.0,1.29643,-0.073561676,-0.5622745
31619.0,1.2742635,-0.08398038,-0.5952395
31619.5,1.3012825,-0.08809769,-0.5992421
31619.5,1.2906901,-0.096545905,-0.57775253
31620.0,1.2865313,-0.08838001,-0.56220585
31602.5,1.3006918,-0.12645505,-0.59747595
31603.0,1.2963477,-0.10346213,-0.50397366
31609.0,1.2701734,-0.068765126,-0.49436548
31609.0,1.282751,-0.08005649,-0.4598094
31601.5,1.2716562,-0.07719393,-0.4689889
31602.0,1.2938135,-0.09358178,-0.43799216
31598.0,1.2633961,-0.09452991,-0.49239254
31597.5,1.2718385,-0.09025648,-0.50683534
31598.0,1.2815281,-0.09265174,-0.4667565
31601.5,1.2899455,-0.06904973,-0.3692894
31623.0,1.2927878,-0.063773476,-0.181736
31636.0,1.2837111,-0.052215584,-0.116728574
31638.5,1.2952148,-0.039518975,0.038801953
31665.5,1.308793,-0.0895299,-0.06783548
31656.5,1.2772533,-0.10279088,-0.20450659
31658.0,1.2791549,-0.09338084,-0.2586328
31678.0,1.2689899,-0.07810582,-0.31853765
31675.5,1.2773284,-0.0736355,-0.33725497
31675.0,1.2491142,-0.064099655,-0.4003813
31666.0,1.266085,-0.058925312,-0.4334056
31659.5,1.2558196,-0.063907266,-0.46922067
31659.5,1.2427177,-0.056679536,-0.47448447
31659.0,1.2518889,-0.059079196,-0.5028513
31659.5,1.2556969,-0.06343791,-0.5205985
31659.5,1.2469069,-0.07092522,-0.5086339
31653.0,1.262054,-0.033323646,-0.4441117
31659.0,1.2746232,-0.051293436,-0.3710549
31659.5,1.2860495,-0.048779454,-0.38356367
31670.0,1.287848,-0.06644216,-0.4268178
31670.0,1.2683874,-0.066795796,-0.46827957
31691.5,1.288094,-0.0851904,-0.49942392
31684.0,1.2625265,-0.081533745,-0.51969236
31684.0,1.262046,-0.07112253,-0.5326269
31677.0,1.271228,-0.07621964,-0.5462379
31670.5,1.258202,-0.07528534,-0.52310354
31663.0,1.2561903,-0.064242855,-0.5317505
31662.5,1.2440523,-0.06556796,-0.562004
31660.0,1.2388877,-0.08333248,-0.58361846
31663.0,1.2274463,-0.087622225,-0.52760726
31660.5,1.2297485,-0.07622006,-0.4141478
31661.5,1.237414,-0.054328844,-0.3051013
31663.0,1.242897,-0.08170201,-0.2070569
31663.0,1.2355307,-0.09482546,-0.17528084
31665.0,1.2367018,-0.09623286,-0.19476207
31666.0,1.2587731,-0.11121327,-0.23398988
31666.0,1.2500167,-0.107494384,-0.23767076
31665.5,1.2484522,-0.107719705,-0.22428253
31667.5,1.2400972,-0.09133017,-0.37609392
31670.0,1.257986,-0.0965683,-0.40527377
31682.5,1.2089137,-0.084570765,-0.45656458
31667.5,1.2226219,-0.07074545,-0.46116698
31661.0,1.2018293,-0.06154244,-0.4716232
31652.5,1.225071,-0.06662779,-0.49814457
31648.0,1.2257341,-0.061446756,-0.49469718
31638.5,1.2060566,-0.06572844,-0.46206042
31622.5,1.2312249,-0.035422534,-0.33152452
31605.5,1.2340015,-0.029996011,-0.28991577
31583.5,1.2351055,-0.05270405,-0.41529962
31590.5,1.2207196,-0.08500418,-0.4606811
31609.5,1.2106246,-0.08386849,-0.49325576
31636.0,1.2037973,-0.0846118,-0.5057631
31626.5,1.2050576,-0.05215179,-0.40516075
31620.5,1.234161,-0.051241428,-0.42384195
31620.5,1.2210991,-0.06372061,-0.44680274
31620.5,1.2152568,-0.05982069,-0.44424796
31589.0,1.2186557,-0.0647686,-0.42454633
31600.0,1.2264072,-0.06940997,-0.21233451
31591.0,1.2080373,-0.037471127,-0.40528786
31596.0,1.2109474,-0.07204296,-0.4617256
31604.5,1.2168418,-0.08551259,-0.49200168
31604.5,1.1968392,-0.08849244,-0.52349186
31590.5,1.212969,-0.0715179,-0.51165444
31590.5,1.2043723,-0.06076642,-0.50856644
31590.5,1.2069077,-0.0642266,-0.4437945
31564.5,1.2040043,-0.0437152,-0.27150553
31576.0,1.2344114,-0.048415426,-0.34843513
31581.0,1.2257656,-0.07383978,-0.4018785
31581.0,1.2059761,-0.0685329,-0.47687408
31576.5,1.218137,-0.09440935,-0.53223914
31587.0,1.1865298,-0.083964005,-0.53103215
31592.5,1.1998341,-0.06662808,-0.5321074
31592.5,1.2066137,-0.06969044,-0.54371333
31585.0,1.2051187,-0.0720275,-0.5495286
31584.5,1.2038203,-0.057420794,-0.5152939
31584.5,1.2014194,-0.053617436,-0.4974854
31585.0,1.207621,-0.059903767,-0.49107957
31585.0,1.1917969,-0.06661775,-0.48961163
31543.0,1.1869376,-0.06759453,-0.5204674
31543.5,1.1977428,-0.07538616,-0.50804454
31544.0,1.2081071,-0.07559268,-0.5270174
31538.0,1.2133569,-0.08452359,-0.5597906
31544.0,1.2269583,-0.09152791,-0.5605164
31546.0,1.2051862,-0.078433976,-0.55192983
31550.5,1.1909066,-0.07625728,-0.49379167
31550.5,1.1940156,-0.034005955,-0.40972197
31540.5,1.2136239,-0.038714074,-0.35425296
31545.0,1.2172225,-0.06322627,-0.31875774
31551.0,1.2461339,-0.07753065,-0.21628729
31551.0,1.2677824,-0.08389655,-0.30214787
31542.0,1.2794989,-0.10807529,-0.3093306
31552.5,1.2653044,-0.097304955,-0.36120713
31552.5,1.2464854,-0.09038535,-0.42668685
31553.0,1.2350087,-0.09122723,-0.43878627
31548.5,1.2495564,-0.08197722,-0.4695761
31546.5,1.2486511,-0.083495334,-0.49338087
31556.5,1.214353,-0.0717649,-0.5129835
31562.5,1.2383691,-0.08635734,-0.558699
31553.0,1.2375747,-0.08609444,-0.5240278
31552.0,1.2382588,-0.07796046,-0.4193342
31538.5,1.2432252,-0.0731338,-0.37063193
31539.5,1.2303938,-0.06814496,-0.42254102
31539.5,1.22799,-0.07623942,-0.45016322
31531.5,1.2266216,-0.086626336,-0.45816058
31530.5,1.2443222,-0.088691175,-0.40641177
31530.5,1.2449093,-0.08251397,-0.47799423
31575.5,1.2468122,-0.10336843,-0.52718633
31590.5,1.2244056,-0.091350496,-0.4885008
31586.0,1.2235696,-0.062234286,-0.4503654
31591.0,1.2375674,-0.04518827,-0.46270496
31605.0,1.2440078,-0.07407758,-0.42755878
31610.5,1.2375757,-0.06853334,-0.46753213
31612.0,1.2381755,-0.07246801,-0.51176697
31637.5,1.2442385,-0.07402347,-0.5231019
31650.0,1.2538009,-0.07685308,-0.5413484
31649.0,1.2344254,-0.07873693,-0.5299216
31615.5,1.2444873,-0.077582344,-0.5253906
31615.5,1.2562443,-0.117649496,-0.39558932
31598.0,1.2702255,-0.106101945,-0.20912868
31508.0,1.2631246,-0.066024035,-0.33660704
31493.0,1.2777859,-0.09404276,-0.3161207
31461.0,1.2885876,-0.12503272,-0.2398746
31490.0,1.3071893,-0.12343958,0.07235844
31513.0,1.3076468,-0.10202466,0.27054977
31538.5,1.2798982,-0.086399436,0.1449038
31539.0,1.2875942,-0.08892214,0.26055855
31532.5,1.2876608,-0.10831179,0.2092148
31526.0,1.2706468,-0.10798544,-0.015833037
31490.5,1.256054,-0.09653553,-0.08221346
31507.0,1.2495347,-0.07324755,-0.19014496
31479.0,1.2729096,-0.06358061,-0.2017967
31500.5,1.2563207,-0.04787495,-0.2434995
31543.5,1.2288449,-0.03794211,-0.2885268
31561.5,1.2435223,-0.046222482,-0.29880416
31574.5,1.2355783,-0.045051705,-0.3098682
31568.5,1.2330581,-0.0436466,-0.31381547
31582.5,1.2325507,-0.040267665,-0.29506743
31560.0,1.2492466,-0.051392645,-0.19983305
31548.5,1.2507471,-0.047285363,-0.2646735
31511.0,1.2386345,-0.0613835,-0.27414608
31475.5,1.2163075,-0.05980095,-0.24674858
31443.0,1.2193196,-0.040566806,-0.28326747
31443.0,1.2253597,-0.063052565,-0.320429
31455.5,1.2144183,-0.065842874,-0.3415262
31450.0,1.2200482,-0.044527218,-0.28267986
31473.0,1.2246922,-0.041018043,-0.09505026
31461.5,1.229967,-0.01093879,0.14816044
31470.0,1.2572193,-0.039812587,0.28589484
31499.0,1.2572384,-0.044448107,0.34971914
31510.0,1.2683595,-0.08478229,-0.001162814
31509.5,1.2546018,-0.09872015,-0.0981765
31517.0,1.2336917,-0.07530522,-0.15717584
31520.0,1.2241118,-0.058102738,-0.24524535
31550.0,1.2442038,-0.05637629,-0.28700033
31579.5,1.2398292,-0.047650795,-0.294636
31569.5,1.2495376,-0.042845096,-0.28952143
31551.5,1.2555522,-0.04608331,-0.33982596
31604.0,1.2507137,-0.05320086,-0.39267302
